2020-09-19 00:11:17,Pan-Galactic Goose Syndicate,Petal Path,HIGISCUS,N,0
2020-09-19 00:11:17,Have you tried hunting solo?,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:11:19,Dogs Bound By Rules,Cipher Salad,APPETITE,Y,2
2020-09-19 00:11:23,Pan-Galactic Goose Syndicate,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:25,THE OFFICIAL FREDDY QUARSHIE FAN CLUB,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:11:25,"a personal 8"" cheesecake",Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:11:27,T,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:27,Hack Pack,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:11:31,Darth Plagueis,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:11:32,Speedrun or bust,Greek Figures,VANGELIS,Y,4
2020-09-19 00:11:32,Speedrun or bust,Danger!,ASKINGFORTROUBLE,Y,4
2020-09-19 00:11:36,34-5-33-6-18-8,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:11:38,Plurmorant,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:11:39,E,Sleep Talk,WAKEUP,Y,4
2020-09-19 00:11:41,Joat,Cipher Salad,APPETITE,Y,2
2020-09-19 00:11:46,XXL Freshman Class 2016,META: Finding Friends,TWEETING,Y,10
2020-09-19 00:11:46,Kakuna Rattata,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:11:48,The Nuggeteers,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:49,Derpy the Pegasus,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:52,᠎,Sleep Talk,WAKEUP,Y,4
2020-09-19 00:11:52,Dan City,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:55,jon,META: Finding Friends,SWANSONG,N,0
2020-09-19 00:11:58,French Fries,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:12:01,H O N K,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:03,Just Linus,Cipher Salad,APPETITE,Y,2
2020-09-19 00:12:03,Puzzles Were a Mistake,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:07,chicken nuggets,Petal Path,HEBISCUS,N,0
2020-09-19 00:12:08,baron in the trees,Now I Know...,RAVENOUS,Y,2
2020-09-19 00:12:08,Pineapple Upside Down,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:09,ManateeM,Now I Know...,RAVENOUS,Y,2
2020-09-19 00:12:10,Neptune's Extraterrestrial Surprise,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:12:11,Honey Carrots,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:12:12,Dragon Phoenix Dog 1,Greek Figures,VANGELIS,Y,4
2020-09-19 00:12:13,∫ntegrals,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:12:14,MAMA Mia!,Petal Path,CUSHIBIS,N,0
2020-09-19 00:12:15,Me-Stik Spiral,Sleep Talk,ZEUS,N,0
2020-09-19 00:12:16,Race For Wool,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:12:17,chicken nuggets,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:17,Belmonsters,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:19,EVOO,Cipher Salad,APPETITE,Y,2
2020-09-19 00:12:21,Duplicitous Pseudonym,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:12:23,Me-Stik Spiral,Sleep Talk,WAKEUP,Y,4
2020-09-19 00:12:23,Eggplant Parms,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:26,Magic Conches,Now I Know...,RAVENOUS,Y,2
2020-09-19 00:12:28,Denver Nuggets,Now I Know...,RAVENOUS,Y,2
2020-09-19 00:12:29,34-5-33-6-18-8,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:12:30,Dynamic Programmers,Now I Know...,RAVENOUS,Y,2
2020-09-19 00:12:30,Toast and Jam,Petal Path,MENISCUS,N,0
2020-09-19 00:12:31,XXL Freshman Class 2016,Streamlined,LAWRENCE,Y,2
2020-09-19 00:12:31,The_underscore_team,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:33,MAMA Mia!,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:34,FlyingSolo,Now I Know...,RAVENOUS,Y,2
2020-09-19 00:12:34,VGC Masters your pairings are up,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:37,Kwargers,Petal Path,HIBISCUS,Y,2
2020-09-19 00:12:41,mattapuzzle,Oodles of Doodles,IMNOTARAPPER,Y,4
